,Age,nb_subjets,Family_size,Internet,Study,Sleep,Media,Note_avant,Online_mode,doubts_online,performance_online,Gender_Male,Home_location_Urban,Education_Post Graduate,Education_School,Education_Under Graduate,Device_used_Desktop,Device_used_Laptop,Device_used_Mobile,Economic_status_Middle Class,Economic_status_Poor,Economic_status_Rich,Sport_Yes,Monitoring_Yes,Gaming_Yes,separate_room_Yes,group_study_yes,interest_Both,interest_Practical,interest_Theory,Satisfaction_online_Average,Satisfaction_online_Bad,Satisfaction_online_Good
13,0.25806451612903225,0.21052631578947367,0.25,0.75,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.8888888888888888,0.5,0.25,0.375,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0
14,0.3870967741935484,0.21052631578947367,0.375,0.75,0.4444444444444444,0.6666666666666666,0.1111111111111111,0.8888888888888888,0.5,0.5,0.5,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0
15,0.3548387096774194,0.21052631578947367,0.25,0.5,0.4444444444444444,0.5555555555555556,0.4444444444444444,1.0,0.25,0.25,0.375,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0
16,0.3548387096774194,0.42105263157894735,0.25,0.75,0.7777777777777778,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.25,0.25,0.5,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
17,0.45161290322580644,0.21052631578947367,0.5,0.5,0.4444444444444444,0.6666666666666666,0.1111111111111111,0.8888888888888888,0.25,0.25,0.5,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0
18,0.2903225806451613,0.15789473684210525,0.25,0.75,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.8888888888888888,0.25,0.25,0.625,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0
19,0.3225806451612903,0.2631578947368421,0.25,1.0,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.8888888888888888,0.5,0.25,0.5,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
20,0.4838709677419355,1.0,0.5,0.5,0.7777777777777778,0.7777777777777778,0.1111111111111111,0.8888888888888888,0.25,0.5,0.25,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
21,0.41935483870967744,0.3684210526315789,0.25,0.75,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.8888888888888888,0.5,0.5,1.0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1
22,0.3225806451612903,0.21052631578947367,0.375,1.0,0.5555555555555556,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.5,0.5,0.625,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0
23,0.4838709677419355,0.3684210526315789,0.25,0.5,0.6666666666666666,0.5555555555555556,0.1111111111111111,0.8888888888888888,0.5,0.5,0.375,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
24,0.2903225806451613,0.2631578947368421,0.25,1.0,0.3333333333333333,0.4444444444444444,0.4444444444444444,1.0,0.5,0.5,0.5,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
25,0.3870967741935484,0.42105263157894735,0.25,0.5,0.6666666666666666,0.7777777777777778,0.3333333333333333,0.8888888888888888,0.5,0.25,0.75,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1
26,0.3225806451612903,0.3157894736842105,0.25,0.75,0.5555555555555556,0.7777777777777778,0.2222222222222222,0.7777777777777778,0.5,0.5,0.625,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
27,0.3870967741935484,0.3684210526315789,0.25,0.5,0.0,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.5,0.0,0.5,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
28,0.3548387096774194,0.3157894736842105,0.25,0.75,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.8888888888888888,0.75,0.5,0.75,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0
29,0.25806451612903225,0.21052631578947367,0.125,0.5,0.4444444444444444,0.5555555555555556,0.2222222222222222,1.0,0.5,0.5,0.5,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
30,0.41935483870967744,0.15789473684210525,0.25,1.0,0.5555555555555556,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,1.0,1.0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1
31,0.2903225806451613,0.10526315789473684,0.375,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,0.8888888888888888,0.5,0.5,0.75,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0
32,0.3870967741935484,0.2631578947368421,0.375,0.5,0.3333333333333333,0.5555555555555556,0.0,0.7777777777777778,0.5,0.25,0.375,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
33,0.3225806451612903,0.3157894736842105,0.25,0.75,0.4444444444444444,0.6666666666666666,0.0,1.0,1.0,1.0,0.5,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1
34,0.2903225806451613,0.3684210526315789,0.125,0.75,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.8888888888888888,0.5,0.5,0.75,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0
35,0.3548387096774194,0.3684210526315789,0.25,0.5,0.3333333333333333,0.6666666666666666,0.0,0.2222222222222222,0.75,0.75,0.75,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
36,0.2903225806451613,0.21052631578947367,0.125,1.0,0.7777777777777778,0.6666666666666666,0.0,0.8888888888888888,1.0,1.0,0.875,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1
37,0.2903225806451613,0.2631578947368421,0.25,0.5,0.2222222222222222,0.6666666666666666,0.0,0.7777777777777778,0.75,0.75,0.75,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
38,0.3870967741935484,0.3684210526315789,0.625,0.5,0.1111111111111111,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.25,0.0,0.5,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0
39,0.25806451612903225,0.2631578947368421,0.25,0.75,0.6666666666666666,0.8888888888888888,0.2222222222222222,0.8888888888888888,0.75,0.5,0.875,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
40,0.5483870967741935,0.05263157894736842,0.25,0.75,0.0,0.5555555555555556,0.0,0.8888888888888888,0.5,0.25,0.625,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
41,0.3225806451612903,0.21052631578947367,0.125,0.75,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.7777777777777778,0.25,0.0,0.25,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
42,0.3870967741935484,0.2631578947368421,0.25,0.5,0.2222222222222222,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.75,0.25,0.25,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1
43,0.3225806451612903,0.21052631578947367,0.5,0.75,0.6666666666666666,0.5555555555555556,0.0,0.8888888888888888,0.5,0.5,0.5,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0
44,0.2903225806451613,0.21052631578947367,0.375,0.25,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.8888888888888888,0.25,0.0,0.75,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0
45,0.3870967741935484,0.3157894736842105,0.25,0.5,0.2222222222222222,0.7777777777777778,0.2222222222222222,0.7777777777777778,0.25,0.25,0.75,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0
46,0.3870967741935484,0.3157894736842105,0.375,0.5,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.7777777777777778,0.25,0.5,0.5,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0
47,0.3870967741935484,0.42105263157894735,0.375,0.5,0.3333333333333333,1.0,0.2222222222222222,0.4444444444444444,0.25,0.5,0.5,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
48,0.3870967741935484,0.2631578947368421,0.375,0.25,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.8888888888888888,0.5,0.25,0.5,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0
49,0.3870967741935484,0.3684210526315789,0.375,0.0,0.5555555555555556,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.5,0.0,0.25,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0
50,0.0,0.2631578947368421,0.375,1.0,0.0,0.7777777777777778,1.0,0.8888888888888888,0.25,0.0,0.125,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0
51,0.3225806451612903,0.3157894736842105,0.25,0.5,0.0,0.6666666666666666,0.2222222222222222,0.7777777777777778,0.5,0.5,0.625,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
52,0.2903225806451613,0.3157894736842105,0.25,0.75,0.1111111111111111,0.6666666666666666,0.0,1.0,1.0,0.75,0.75,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
53,0.45161290322580644,0.8421052631578947,0.5,0.75,0.4444444444444444,0.7777777777777778,0.1111111111111111,0.7777777777777778,0.75,0.25,0.375,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
54,0.3870967741935484,0.3684210526315789,0.25,0.75,0.5555555555555556,0.7777777777777778,0.5555555555555556,0.6666666666666666,0.5,0.5,0.625,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0
55,0.3870967741935484,0.3684210526315789,0.25,0.75,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.25,0.25,0.5,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1
56,0.3548387096774194,1.0,0.25,0.75,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.7777777777777778,1.0,0.75,0.75,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1
57,0.3548387096774194,0.3684210526315789,0.25,0.5,0.4444444444444444,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.25,0.25,0.5,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0
58,0.3548387096774194,0.42105263157894735,0.375,0.75,0.4444444444444444,0.5555555555555556,0.0,0.5555555555555556,0.25,0.25,0.5,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0
59,0.41935483870967744,0.3157894736842105,0.375,0.0,0.3333333333333333,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.75,0.75,0.75,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1
60,0.3548387096774194,0.3157894736842105,0.375,0.75,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.8888888888888888,0.25,0.5,0.625,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
61,0.4838709677419355,0.7368421052631579,0.375,0.5,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.6666666666666666,0.5,0.5,0.75,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
62,0.3870967741935484,0.3157894736842105,0.375,0.75,0.4444444444444444,0.6666666666666666,0.1111111111111111,0.7777777777777778,0.75,0.75,0.75,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1
63,0.3225806451612903,0.2631578947368421,0.25,0.75,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.8888888888888888,0.75,0.75,0.5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1
64,0.2903225806451613,0.2631578947368421,0.25,0.5,0.4444444444444444,1.0,0.3333333333333333,0.5555555555555556,0.5,0.25,1.0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
65,0.2903225806451613,0.15789473684210525,0.25,0.5,0.4444444444444444,0.5555555555555556,0.2222222222222222,0.6666666666666666,0.25,0.25,1.0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1
66,0.2903225806451613,0.2631578947368421,0.375,0.75,0.7777777777777778,0.5555555555555556,0.1111111111111111,0.7777777777777778,0.75,0.75,0.75,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0
67,0.3548387096774194,0.21052631578947367,0.25,0.5,0.1111111111111111,0.8888888888888888,0.1111111111111111,0.7777777777777778,1.0,0.5,0.875,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1
68,0.3225806451612903,0.3157894736842105,0.25,0.75,0.5555555555555556,0.7777777777777778,0.3333333333333333,0.6666666666666666,0.75,0.75,0.75,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0
69,0.0,0.10526315789473684,0.375,0.5,0.3333333333333333,0.8888888888888888,1.0,1.0,0.5,0.5,0.5,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0
70,0.3225806451612903,0.42105263157894735,0.25,0.75,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.75,0.75,1.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
71,0.2903225806451613,0.21052631578947367,0.375,0.25,0.2222222222222222,0.6666666666666666,0.0,0.7777777777777778,0.25,0.0,0.0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
72,0.3225806451612903,0.2631578947368421,0.5,0.5,0.4444444444444444,0.5555555555555556,0.2222222222222222,0.6666666666666666,0.5,0.5,0.5,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0
73,0.3870967741935484,0.3684210526315789,0.375,1.0,0.1111111111111111,0.7777777777777778,0.2222222222222222,0.6666666666666666,0.75,0.75,0.75,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0
74,0.41935483870967744,0.42105263157894735,0.5,0.5,0.4444444444444444,0.6666666666666666,0.1111111111111111,0.7777777777777778,0.75,0.5,0.625,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1
75,0.3870967741935484,0.3157894736842105,0.25,0.0,0.4444444444444444,1.0,0.7777777777777778,0.6666666666666666,1.0,0.5,0.5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0
76,0.3225806451612903,0.2631578947368421,0.5,0.5,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.6666666666666666,0.75,1.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
77,0.45161290322580644,0.2631578947368421,0.25,1.0,0.5555555555555556,0.7777777777777778,0.0,0.7777777777777778,0.5,0.5,0.5,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0
78,0.3870967741935484,0.42105263157894735,0.375,0.5,0.5555555555555556,0.7777777777777778,0.2222222222222222,0.5555555555555556,0.75,0.75,0.5,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0
79,0.3548387096774194,0.42105263157894735,0.375,0.5,0.1111111111111111,0.6666666666666666,0.0,0.7777777777777778,0.75,0.75,0.625,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
80,0.2903225806451613,0.2631578947368421,0.25,0.75,0.1111111111111111,0.4444444444444444,0.0,0.7777777777777778,0.5,0.5,0.5,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
81,0.3548387096774194,0.2631578947368421,0.375,0.25,0.4444444444444444,0.8888888888888888,0.4444444444444444,0.2222222222222222,0.25,0.25,1.0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1
82,0.3548387096774194,0.3684210526315789,0.625,1.0,0.5555555555555556,0.6666666666666666,0.1111111111111111,0.7777777777777778,0.75,0.75,0.625,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
83,0.2903225806451613,0.2631578947368421,0.625,0.5,1.0,1.0,1.0,0.8888888888888888,0.5,0.5,1.0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1
84,0.3548387096774194,0.21052631578947367,0.375,1.0,0.8888888888888888,1.0,0.5555555555555556,0.5555555555555556,1.0,1.0,1.0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0
85,0.5161290322580645,0.21052631578947367,0.625,0.75,0.3333333333333333,0.4444444444444444,0.0,0.7777777777777778,0.5,0.75,0.625,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
86,0.3225806451612903,0.3684210526315789,0.375,0.5,0.0,1.0,1.0,0.5555555555555556,0.5,0.75,0.5,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0
87,0.2903225806451613,0.2631578947368421,0.25,0.5,0.5555555555555556,0.6666666666666666,0.4444444444444444,0.7777777777777778,0.5,0.5,0.375,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0
88,0.3225806451612903,0.21052631578947367,0.125,0.75,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.5555555555555556,0.5,0.5,0.75,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
89,0.45161290322580644,0.21052631578947367,0.5,0.5,0.1111111111111111,0.7777777777777778,0.0,0.6666666666666666,0.75,0.25,0.625,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0
90,0.2903225806451613,0.21052631578947367,0.125,1.0,0.5555555555555556,0.6666666666666666,0.1111111111111111,0.5555555555555556,1.0,1.0,0.875,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1
91,0.3225806451612903,0.21052631578947367,0.25,0.75,0.4444444444444444,0.6666666666666666,0.1111111111111111,0.7777777777777778,0.75,0.5,0.875,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0
92,0.2903225806451613,0.2631578947368421,0.375,0.25,0.4444444444444444,0.5555555555555556,0.1111111111111111,0.7777777777777778,1.0,1.0,1.0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
93,0.3548387096774194,0.21052631578947367,0.25,0.5,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.4444444444444444,0.5,0.25,0.5,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0
94,0.41935483870967744,0.42105263157894735,0.25,0.5,0.5555555555555556,0.6666666666666666,0.0,0.8888888888888888,0.5,0.5,0.625,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
95,0.3225806451612903,0.2631578947368421,0.125,0.75,0.5555555555555556,0.6666666666666666,0.2222222222222222,0.8888888888888888,0.5,0.5,0.5,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
96,0.2903225806451613,0.15789473684210525,0.25,0.5,0.0,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.0,0.0,0.0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0
97,0.3870967741935484,0.3157894736842105,0.25,0.5,0.6666666666666666,0.5555555555555556,0.1111111111111111,0.7777777777777778,0.75,0.5,0.75,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
98,0.3548387096774194,0.3157894736842105,0.375,0.5,0.3333333333333333,0.7777777777777778,0.2222222222222222,0.7777777777777778,1.0,1.0,0.75,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0
99,0.2903225806451613,0.21052631578947367,0.5,0.5,0.1111111111111111,0.7777777777777778,0.0,1.0,0.5,0.25,0.625,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1
100,0.2903225806451613,0.21052631578947367,0.25,0.5,0.0,0.5555555555555556,0.2222222222222222,1.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0
101,0.3548387096774194,0.2631578947368421,0.25,0.25,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.5555555555555556,0.25,0.75,1.0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
102,0.3225806451612903,0.42105263157894735,0.5,0.0,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.7777777777777778,0.0,0.0,0.375,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0
103,0.2903225806451613,0.15789473684210525,0.125,0.75,0.4444444444444444,0.6666666666666666,0.0,0.5555555555555556,0.75,0.75,0.875,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
104,0.3225806451612903,0.3157894736842105,0.25,0.5,0.0,0.5555555555555556,0.6666666666666666,0.8888888888888888,0.25,0.5,0.25,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
105,0.3225806451612903,0.21052631578947367,0.25,1.0,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.7777777777777778,0.25,0.25,0.25,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
106,0.2903225806451613,1.0,0.25,0.5,0.3333333333333333,1.0,0.5555555555555556,0.6666666666666666,0.5,0.75,0.5,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
107,0.3548387096774194,0.3684210526315789,0.25,0.75,0.4444444444444444,0.7777777777777778,0.2222222222222222,0.8888888888888888,0.5,0.5,0.75,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0
108,0.2903225806451613,0.2631578947368421,0.375,0.75,0.4444444444444444,0.6666666666666666,0.8888888888888888,1.0,0.0,0.25,0.5,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0
109,0.3225806451612903,0.3157894736842105,0.125,0.5,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.6666666666666666,0.0,0.0,0.0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
110,0.3225806451612903,0.3157894736842105,0.375,0.75,0.4444444444444444,0.7777777777777778,0.2222222222222222,0.2222222222222222,0.5,0.5,0.625,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0
111,0.3225806451612903,0.3157894736842105,0.25,0.75,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.8888888888888888,0.5,0.75,0.75,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0
112,0.2903225806451613,0.3684210526315789,0.25,0.5,0.5555555555555556,0.6666666666666666,0.1111111111111111,1.0,0.5,0.25,0.625,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
113,0.3225806451612903,0.3684210526315789,0.25,0.5,1.0,0.5555555555555556,0.1111111111111111,0.7777777777777778,0.0,0.0,0.0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
114,0.3225806451612903,0.3157894736842105,0.375,0.5,0.3333333333333333,0.7777777777777778,0.2222222222222222,0.6666666666666666,0.5,0.25,0.5,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0
